"price";"date";"bedrooms";"bathrooms";"sqft_living";"sqft_lot";"floors";"waterfront";"view";"condition";"grade";"sqft_above";"sqft_basement";"yr_built";"yr_renovated";"zipcode";"lat";"long";"sqft_living15";"sqft_lot15"
889000;"2014 Aug";4;3,5;3210;5000;3;0;0;3;9;3210;0;2014;0;98136;47,5203;-122,393;1360;5000
410000;"2014 Aug";3;1,75;1440;7112;1;0;0;3;7;1180;260;1979;0;98034;47,7304;-122,227;1570;9152
712500;"2014 June";3;1,5;1660;8797;1;0;0;4;7;1660;0;1956;0;98004;47,5892;-122,202;2350;10053
4e+05;NA;2;1;610;4560;1;0;0;3;5;610;0;1918;0;98136;47,5498;-122,383;930;1392
641000;"2015 Feb";3;1,75;1480;9603;1;0;0;3;7;1480;0;1952;0;98004;47,5915;-122,202;2660;10766
421000;"2014 Nov";4;2,25;1310;8400;1;0;0;4;7;1310;0;1966;0;98034;47,7317;-122,181;1600;8400
8e+05;"2015 Mar";4;2,5;3100;7807;2;0;0;3;9;3100;0;2003;0;98034;47,7151;-122,227;3100;7807
2450000;"2014 May";5;NA;4430;9000;2;0;0;3;10;4430;0;2013;0;98004;47,6168;-122,216;2470;9490
575000;"2014 Nov";5;2,25;3550;7992;2;0;0;3;8;3550;0;1968;0;98034;47,7285;-122,179;2110;7992
816000;"2014 Sep";3;1,5;1180;8545;1;0;0;3;8;1180;0;1952;0;98004;47,624;-122,2;1660;9000
772000;"2014 Aug";4;2,5;2500;8680;1;0;0;4;7;1250;1250;1958;0;98004;47,6073;-122,192;2140;8680
620000;"2014 May";3;1,75;1480;2185;2,5;0;0;3;9;1480;0;2005;0;98034;47,6945;-122,17;1480;2441
680000;"2014 Sep";3;2,5;2620;14248;2;0;0;4;8;1830;790;1977;0;98004;47,6281;-122,194;2620;12343
418000;"2015 Apr";2;1;1040;6900;1;0;0;4;7;1040;0;1915;0;98136;47,5411;-122,391;1620;6280
455000;"2014 Jul";3;2,25;2180;6850;1;0;0;3;7;1750;430;1973;0;98034;47,7246;-122,217;1740;7016
1415000;"2014 Oct";4;3,25;3600;38016;2;0;2;3;11;3310;290;1991;0;98034;47,7124;-122,253;2440;22693
420000;"2015 Apr";4;2,25;2270;9100;2;0;0;3;7;2270;0;1978;0;98034;47,7242;-122,17;1710;7910
7062500;"2014 June";5;4,5;10040;37325;2;1;2;3;11;7680;2360;1940;2001;98004;47,65;-122,214;3930;25449
4e+05;"2015 Jan";3;1,5;1950;4473;1;0;0;4;6;1530;420;1914;0;98034;47,7094;-122,228;2670;14256
1145000;"2014 Dec";4;2,25;2840;20242;1;0;0;3;8;2240;600;1972;0;98004;47,639;-122,216;2840;20372
405000;"2014 May";2;3;1410;1240;2;0;0;3;8;1140;270;2006;0;98136;47,5221;-122,39;1410;1273
355000;"2015 Apr";3;1;900;37800;1;0;0;4;5;700;200;1923;0;98034;47,7146;-122,234;1750;11998
1495000;"2014 Oct";4;3,25;3070;10375;2;0;0;3;10;2180;890;1962;2005;98004;47,5862;-122,198;2500;11194
1350000;"2015 Mar";4;NA;2240;10296;1;0;0;5;8;2240;0;1948;0;98004;47,6177;-122,217;2500;10918
2150000;"2014 Oct";8;6;4340;9415;2;0;0;3;8;4340;0;1967;0;98004;47,6316;-122,202;2050;9100
412450;"2015 Apr";3;2;1910;13505;1;0;0;3;8;1910;0;1955;0;98034;47,7114;-122,23;2010;8000
339888;"2014 Dec";3;1;1040;7490;1;0;0;3;7;1040;0;1969;0;98034;47,7137;-122,213;1520;7410
439000;"2014 Jul";4;2;1560;7500;1;0;0;4;7;1560;0;1968;0;98034;47,7281;-122,181;1730;7500
299950;"2015 Jan";3;1;1030;9916;1;0;0;4;7;1030;0;1972;0;98034;47,7218;-122,176;1470;9044
3e+05;"2014 Sep";3;2;1310;9855;1;0;0;3;7;1310;0;1962;0;98034;47,7296;-122,241;1310;8370
979000;"2014 June";3;1,5;1700;14133;1;0;1;4;8;1700;0;1954;0;98004;47,6166;-122,22;2630;17376
435000;"2015 Apr";4;2;1650;4745;1;0;0;3;7;1130;520;1972;0;98034;47,7359;-122,18;1650;5184
462500;"2014 Nov";2;2;1540;7290;2;0;0;3;7;1540;0;1948;1983;98136;47,551;-122,395;1540;7072
635000;"2014 Nov";4;2,5;2410;7069;2;0;0;3;9;2410;0;1993;0;98034;47,7094;-122,234;2240;7184
480000;"2015 Apr";5;2,25;2240;5500;1;0;0;3;7;1490;750;1959;0;98136;47,5305;-122,391;2010;6050
215000;"2014 Dec";3;1;1060;9954;1;0;0;4;7;1060;0;1960;0;98032;47,3801;-122,289;1620;8760
523000;"2014 Nov";4;2,5;3180;20870;2;0;0;3;8;2120;1060;1967;0;98034;47,7176;-122,241;2700;14190
1191000;"2015 Feb";5;2,5;2710;14989;1;0;0;3;8;1720;990;1959;0;98004;47,6411;-122,207;3180;16624
438000;"2015 Apr";5;1;1950;6250;1,5;0;0;4;7;1450;500;1917;0;98136;47,5511;-122,386;1950;6250
489200;"2014 May";3;2,75;1850;9600;1,5;0;0;5;7;1850;0;1965;0;98034;47,7259;-122,226;1250;10500
390000;"2015 Mar";3;1,75;1300;10030;1;0;0;4;7;1300;0;1967;0;98034;47,7359;-122,192;1520;7713
375000;"2014 June";2;1;940;9839;1;0;0;3;6;940;0;1910;0;98136;47,5379;-122,386;1330;8740
260000;"2014 May";4;1,5;2130;8800;1;0;0;3;7;1100;1030;1962;0;98032;47,383;-122,288;1480;8120
2400000;"2014 May";4;3,25;4140;20734;1;0;1;3;10;3300;840;1977;2005;98004;47,6344;-122,215;4020;20008
394900;"2015 Feb";3;1;1430;13370;1;0;0;3;7;1430;0;1962;0;98034;47,7317;-122,241;1670;10075
432500;"2014 Dec";3;2,5;2390;6435;1;0;0;3;8;1600;790;1978;0;98034;47,726;-122,194;2020;7300
455000;"2014 May";3;2,5;1870;7344;1;0;0;3;8;1470;400;1980;0;98034;47,7265;-122,206;1930;7344
371000;"2014 Dec";4;1,75;1610;11305;1;0;0;3;7;1610;0;1968;0;98034;47,727;-122,176;1870;11850
281000;"2014 Nov";3;1;1340;21336;1,5;0;0;4;5;1340;0;1945;0;98032;47,4023;-122,273;1340;37703
2125000;"2014 Nov";4;2,75;3190;19513;2;0;4;4;10;3190;0;1982;0;98034;47,6991;-122,235;2750;13496
458500;"2014 June";3;2;1890;1599;2;0;0;3;9;1430;460;2012;0;98136;47,5438;-122,385;1780;1562
6e+05;"2015 Apr";4;1,75;3050;9440;1;0;0;3;8;1800;1250;1966;0;98034;47,7228;-122,183;2020;8660
8e+05;"2014 Nov";4;1,75;2150;9148;1;0;0;4;7;2150;0;1955;0;98004;47,5828;-122,197;2370;9148
490000;"2014 Sep";4;2,5;3000;8645;2;0;0;3;8;3000;0;1985;0;98034;47,7315;-122,224;1930;8866
499950;"2014 Jul";4;1,75;1520;7700;1;0;0;4;7;1520;0;1967;0;98034;47,7356;-122,191;1520;7500
247000;"2014 Dec";3;2,25;1640;7630;1;0;0;4;8;1180;460;1968;0;98032;47,3739;-122,29;1930;7630
1670000;"2015 Apr";5;3,5;4320;40816;2;0;0;4;11;4320;0;1997;0;98004;47,644;-122,185;4320;44584
685000;"2015 Apr";4;2,5;2770;6000;2;0;0;3;8;2400;370;1993;0;98136;47,5536;-122,383;2120;6000
294000;"2015 Apr";3;1;1250;9427;1;0;0;3;NA;1250;0;1931;0;98034;47,7254;-122,175;1590;8250
950000;"2014 Sep";4;3;2980;44431;2;0;0;2;10;2640;340;1981;0;98034;47,7154;-122,161;2010;7332
535000;"2015 Apr";3;1;1290;6859;1;0;0;4;7;1290;0;1941;0;98136;47,5317;-122,387;1560;6369
810000;"2014 Jul";3;1,5;1520;9041;1;0;0;4;7;1520;0;1954;0;98004;47,6158;-122,213;3260;10020
5e+05;"2014 June";3;1;1150;5100;2;0;0;3;8;1150;0;1911;2005;98136;47,5349;-122,384;1440;5100
1405000;"2014 May";4;3,5;3410;10769;2;0;0;3;10;3410;0;2008;0;98004;47,6081;-122,198;2650;10058
949880;"2014 May";4;2,25;2290;10687;2;0;0;3;9;2290;0;1978;0;98004;47,5878;-122,202;2290;10300
424000;"2014 Aug";3;1,75;1430;6818;1;0;0;5;7;1430;0;1972;0;98034;47,7271;-122,196;1480;7210
921000;"2014 Jul";3;2,25;2380;11200;1;0;0;4;8;2380;0;1963;0;98004;47,5873;-122,193;2010;11200
616000;"2015 Apr";3;3,25;2130;2306;2;0;1;5;7;1420;710;1924;0;98136;47,5424;-122,391;1560;4500
605000;"2015 May";3;2,75;3230;9576;1,5;0;0;4;8;3230;0;1966;0;98034;47,7307;-122,183;2820;9576
369950;"2014 Nov";3;1;1110;7603;1;0;0;3;7;1110;0;1967;0;98034;47,7262;-122,224;1260;NA
410000;"2014 Nov";3;2;1410;8088;1;0;0;3;7;1410;0;1987;0;98034;47,7303;-122,227;1770;7401
437500;"2015 Feb";3;NA;1790;7700;1;0;0;4;7;1340;450;1976;0;98034;47,7205;-122,168;1610;7350
567000;"2014 May";3;2,5;2540;6093;2;0;0;3;9;2540;0;1999;0;98034;47,7042;-122,236;2540;5924
475000;"2014 Dec";4;NA;2240;7245;1;0;0;4;7;1140;1100;1972;0;98034;47,7161;-122,17;1740;7350
760000;"2015 Apr";3;1,75;1410;15120;1;0;0;4;7;1410;0;1950;0;98004;47,5974;-122,195;1880;15120
375000;"2014 Jul";3;1,5;1370;9720;2;0;0;3;7;1370;0;1968;0;98034;47,7302;-122,197;1510;8775
320000;"2014 Nov";4;2,5;2190;7125;2;0;0;5;8;2190;0;1978;0;98032;47,3709;-122,285;2190;8075
215000;"2014 Jul";4;2;1540;7575;1;0;0;4;7;1040;500;1978;0;98032;47,3664;-122,279;1720;7575
330000;"2014 June";4;1,75;2440;7350;1;0;0;3;8;1610;830;1978;0;98032;47,3743;-122,285;2180;7680
250000;"2014 June";4;2;1850;7560;1;0;0;4;7;1540;310;1978;0;98032;47,3666;-122,277;1620;7658
1895000;"2014 May";5;2,25;3120;16672;2;0;0;4;9;3120;0;1969;0;98004;47,6458;-122,219;3740;17853
1940000;"2015 Mar";5;2,25;3120;16672;2;0;0;4;9;3120;0;1969;0;98004;47,6458;-122,219;3740;17853
436000;"2014 Oct";3;2,25;1800;6680;2;0;0;3;8;1800;0;1983;0;98034;47,7293;-122,223;1630;8621
815000;"2014 Nov";5;3,25;3230;5000;2;0;1;3;9;2350;880;2002;0;98136;47,5202;-122,393;1520;5000
690000;"2014 Oct";3;1,75;2070;6000;1;0;3;3;8;1340;730;1955;0;98136;47,5226;-122,382;2200;6000
875000;"2014 Jul";3;1,5;1820;12686;1;0;0;4;7;1820;0;1952;0;98004;47,5886;-122,195;3020;NA
325000;"2014 Dec";3;1;1600;7500;1;0;0;3;7;1600;0;1966;0;98034;47,7198;-122,182;2050;7200
455000;"2015 Mar";5;2;2500;7860;1;0;0;3;7;1040;1460;1963;0;98034;47,7212;-122,226;2060;9684
459000;"2014 Oct";3;1,75;1730;7807;1;0;0;3;7;1260;470;1976;0;98034;47,7211;-122,169;1800;7650
475000;"2014 Sep";4;2,25;2110;NA;2;0;0;4;8;2110;0;1974;0;98034;47,7331;-122,183;2110;7560
731100;"2014 Jul";3;2,5;2060;8778;1;0;0;3;8;1160;900;1953;2010;98136;47,5245;-122,384;1990;7560
360000;"2014 Jul";3;1,75;1330;7482;1;0;0;4;7;1330;0;1975;0;98034;47,7322;-122,207;1480;8096
803000;"2015 Jan";2;1;1440;33747;1,5;0;0;3;7;1440;0;1928;0;98034;47,7223;-122,209;1980;8400
370000;"2014 May";4;1,5;1370;9957;1;0;0;3;7;900;470;1972;0;98034;47,7237;-122,181;1510;8088
436000;"2014 Dec";4;2,75;2080;9600;1;0;0;3;8;1240;840;1979;0;98034;47,7149;-122,235;1880;9525
1500000;"2014 Dec";4;NA;2930;25697;1;0;0;4;9;2310;620;1964;0;98004;47,6264;-122,226;3810;20681
639000;"2015 Apr";3;2,25;1400;2421;2;0;0;3;9;1400;0;2005;0;98034;47,695;-122,169;1500;2743
285900;"2015 Mar";5;1,5;1690;7725;1,5;0;0;4;7;1690;0;1961;0;98032;47,3859;-122,288;1690;7739
675000;"2014 Dec";3;2,25;2070;2833;2;0;2;3;8;1490;580;1966;0;98136;47,5543;-122,398;1940;3794
375000;"2014 Sep";3;1,5;1630;16170;1;0;0;3;7;1630;0;1988;0;98034;47,7104;-122,235;1630;9931
440000;"2015 Jan";4;NA;2080;15750;1;0;0;3;8;1460;620;1976;0;98034;47,7225;-122,2;1960;10500
515100;"2014 Oct";3;2,5;2074;4900;2;0;0;3;8;2074;0;1997;0;98034;47,7327;-122,233;1840;7382
226450;"2014 Oct";3;1,75;1730;7200;1,5;0;0;4;6;1730;0;1944;0;98032;47,3774;-122,236;860;7200
410000;"2015 Jan";3;1,75;1440;8560;1;0;0;4;7;1440;0;1979;0;98034;47,7296;-122,232;1460;7560
460000;"2015 Mar";3;1,75;1520;7700;1;0;0;3;7;820;700;1969;0;98034;47,7226;-122,219;1420;7674
243400;"2014 Oct";4;1,5;1730;7464;2;0;0;4;7;1730;0;1959;0;98032;47,3782;-122,304;1370;7860
635000;"2014 Oct";3;2,25;1940;7482;1;0;0;4;7;1240;700;1964;0;98004;47,6004;-122,195;2340;9310
410000;"2014 Dec";3;1,75;1640;17583;1;0;0;3;7;1110;530;1969;0;98034;47,726;-122,203;1420;11680
572650;"2014 Jul";4;2,5;2250;11349;2;0;0;3;8;2250;0;1991;0;98034;47,7111;-122,239;2110;9964
350000;"2014 June";2;1;1620;9205;1;0;0;5;6;850;770;1921;0;98034;47,7119;-122,23;2460;5469
231000;"2015 Mar";3;2,5;1370;7247;2;0;0;3;7;1370;0;1995;0;98032;47,3767;-122,303;1720;8085
459900;"2014 Dec";3;NA;2250;8000;1;0;0;3;8;1460;790;1976;0;98034;47,7229;-122,202;1930;9000
215000;"2015 Feb";4;2;1470;7000;1;0;0;4;8;1470;0;1967;0;98032;47,3742;-122,289;1640;7000
290000;"2014 Aug";3;1,5;1310;8100;1;0;0;3;7;1310;0;1965;0;98034;47,7328;-122,201;1330;8100
985000;"2015 Apr";3;NA;1700;8534;1;0;0;4;7;1700;0;1953;0;98004;47,6276;-122,205;2100;10443
482000;"2015 Feb";4;2,25;2240;8322;2;0;0;3;8;2240;0;1979;0;98034;47,728;-122,206;2240;6448
434000;"2014 Dec";3;2,25;1750;9353;1;0;0;3;7;1210;540;1987;0;98034;47,7305;-122,225;1930;8545
370000;"2015 Mar";2;1;850;6213;1;0;0;3;6;750;100;1916;0;98136;47,5282;-122,384;1880;5500
158550;"2014 Oct";5;1,5;1710;8100;1,5;0;0;4;NA;1710;0;1961;0;98032;47,3839;-122,288;1480;8025
450000;"2014 Sep";3;2,25;1660;10247;1;0;0;5;7;1130;530;1968;0;98034;47,7262;-122,222;1680;7637
485000;"2015 Feb";3;1,75;1950;10080;1;0;0;4;7;1950;0;1967;0;98034;47,7282;-122,186;2340;8800
725000;"2015 Mar";3;1,75;1630;9000;1;0;0;3;7;960;670;1955;0;98004;47,6023;-122,205;1880;9000
463000;"2014 Jul";3;2,5;2010;4195;2;0;0;3;8;2010;0;1998;0;98034;47,732;-122,197;2010;5779
630000;"2014 Sep";4;2,5;2540;4727;2;0;0;3;9;2540;0;1999;0;98034;47,7034;-122,236;3640;5129
1691000;"2014 Oct";4;3,5;4020;13515;2;0;0;3;11;4020;0;2001;0;98004;47,6462;-122,212;3930;13515
335000;"2014 Jul";3;1;950;8000;1;0;0;3;7;950;0;1968;0;98034;47,7193;-122,184;2270;8540
898000;"2014 May";5;1,5;2680;28014;1;0;0;4;8;1450;1230;1963;0;98004;47,6348;-122,196;2900;22180
689000;"2014 Sep";4;2,5;2020;9600;2;0;0;4;7;2020;0;1954;0;98136;47,5434;-122,395;2250;8550
1419000;"2014 Oct";5;3,25;4020;4500;2;0;0;3;9;3120;900;2010;0;98004;47,6349;-122,204;3550;5775
1470000;"2014 Nov";4;2,5;3030;10189;1;0;0;3;9;2380;650;2003;0;98004;47,6367;-122,206;1940;10189
203000;"2015 Feb";3;1;920;7500;1;0;0;4;7;920;0;1970;0;98032;47,3791;-122,289;1660;8000
395000;"2014 Nov";3;2;1590;10229;1;0;0;3;7;1590;0;1966;0;98034;47,7239;-122,227;1320;10222
380000;"2014 Aug";2;2;1370;5756;1;0;0;3;8;1370;0;1986;0;98034;47,714;-122,205;1380;5444
405000;"2014 Dec";3;2;1660;8174;1;0;0;3;7;830;830;1981;0;98034;47,7103;-122,199;1610;NA
990400;"2015 Feb";3;2,5;2100;4097;2;0;0;3;9;2100;0;2008;0;98004;47,5983;-122,2;1820;4764
565000;"2014 Dec";1;1;1370;6250;1,5;0;0;4;7;1370;0;1921;0;98136;47,5571;-122,385;1450;6250
810000;"2015 Jan";3;2;1760;16928;1;0;0;3;7;1760;0;1953;0;98004;47,6363;-122,202;3430;10059
350000;"2014 Sep";3;1;1180;7455;1;0;0;4;7;1180;0;1964;0;98034;47,7276;-122,241;1450;8154
420200;"2015 Apr";3;1,75;1320;7280;1;0;0;3;7;1320;0;1968;0;98034;47,7229;-122,18;1370;7800
440000;"2014 June";4;2,25;2010;7575;1;0;0;3;7;1220;790;1974;0;98034;47,7328;-122,2;1820;7831
560000;"2015 Apr";3;2;1300;6000;1;0;0;5;7;1300;0;1943;0;98136;47,5482;-122,392;1230;6000
641200;"2014 Jul";3;1;1060;9123;1;0;0;3;7;1060;0;1952;0;98004;47,6218;-122,193;1620;9121
473000;"2014 Jul";5;3,25;2180;7200;2;0;0;4;7;2180;0;1982;0;98034;47,7078;-122,234;1840;7644
1200000;"2015 Feb";4;2,25;2860;10702;2;0;0;3;10;2860;0;1982;0;98004;47,6451;-122,189;2890;10572
497000;"2014 Jul";3;1,5;2240;28750;1;0;0;3;NA;1620;620;1956;0;98034;47,7137;-122,254;3200;23873
575000;"2014 Oct";3;2;1800;5000;2;0;0;5;7;1600;200;1925;0;98136;47,5447;-122,389;1640;5000
377500;"2015 May";2;1;840;4500;1;0;0;3;6;840;0;1939;0;98136;47,5441;-122,39;1300;5000
510000;"2014 Oct";4;2,5;2440;10423;1;0;0;3;7;2440;0;1955;1993;98034;47,725;-122,172;1990;7758
465000;"2015 Apr";4;2,5;2090;12833;1;0;0;3;7;1220;870;1969;0;98034;47,7266;-122,175;1740;11200
286000;"2014 Aug";2;1;610;4000;1;0;0;4;6;610;0;1918;0;98136;47,5469;-122,391;870;5160
435000;"2014 Aug";3;2;1610;6911;1;0;0;3;7;1260;350;1988;0;98034;47,7188;-122,177;1630;6911
525000;"2014 Jul";5;2,25;2500;8621;1,5;0;0;4;7;2500;0;1968;0;98034;47,7379;-122,185;1980;7395
8e+05;"2015 May";5;2,5;3000;10560;1;0;0;3;8;1500;1500;1966;0;98004;47,6249;-122,206;2690;11616
445000;"2014 Aug";4;3,25;1960;7200;2;0;0;3;7;1960;0;1979;0;98034;47,7291;-122,218;1980;7529
237000;"2014 Aug";3;1,75;2000;12208;1;0;0;3;7;1140;860;1979;0;98032;47,3752;-122,236;1060;8194
540000;"2015 Feb";3;2,5;1950;13227;2;0;0;4;9;1950;0;1978;0;98034;47,7217;-122,256;2650;12943
704111;"2015 Mar";4;2,75;2460;9520;1;0;1;3;8;1680;780;1976;0;98034;47,7021;-122,233;2380;9600
425000;"2015 Feb";2;1;1300;11080;1;0;0;4;7;1300;0;1955;0;98034;47,7281;-122,233;1600;9259
650000;"2015 Mar";3;1;920;6750;1;0;0;4;7;920;0;1951;0;98004;47,6322;-122,212;1460;8933
354000;"2015 Jan";3;1,75;1340;6300;1;0;0;3;7;1340;0;1972;0;98034;47,7186;-122,218;1780;7200
650000;"2014 June";3;1,75;2140;9484;1;0;0;3;7;1290;850;1953;0;98004;47,6234;-122,191;1960;9630
1050000;"2015 Feb";4;1;1330;9729;1;0;0;3;6;1330;0;1952;0;98004;47,6223;-122,208;2920;10353
750000;"2015 Apr";4;2,5;2930;8641;2;0;0;3;8;2930;0;2010;0;98034;47,7199;-122,246;2120;11175
560000;"2014 Nov";4;1,5;1810;6000;1;0;1;3;8;1350;460;1952;0;98136;47,5233;-122,386;2020;6000
549950;"2014 Dec";4;3,5;3090;10510;1;0;0;3;8;2190;900;1991;0;98034;47,7176;-122,214;2200;7408
277000;"2014 Oct";3;2,25;1610;11920;1;0;0;4;7;1110;500;1968;0;98032;47,3683;-122,279;1690;11839
535000;"2014 May";3;2,5;1850;10109;2;0;0;3;8;1850;0;1991;0;98034;47,7163;-122,229;1780;9660
1965220;"2014 June";4;3,5;4370;8510;2;0;1;3;10;3610;760;2003;0;98004;47,5876;-122,204;2960;10347
1450000;"2015 Mar";4;3,5;2820;7809;2;0;0;3;10;2820;0;1995;0;98004;47,622;-122,195;2630;7904
250000;"2014 June";2;1,5;1088;1360;2;0;0;3;7;1088;0;1983;0;98034;47,7094;-122,213;1098;1469
8e+05;"2015 Feb";6;1;1430;20620;2;0;0;3;7;1430;0;1954;0;98004;47,6255;-122,209;2450;10080
280000;"2014 Jul";2;1;2280;37500;2;0;0;3;7;2280;0;1932;0;98136;47,525;-122,389;2360;6000
850000;"2014 Jul";5;2;2310;13430;1,5;0;0;4;8;2310;0;1966;0;98004;47,6395;-122,203;2810;13906
350000;"2014 May";3;1,5;980;7790;1;0;0;5;7;980;0;1969;0;98034;47,7141;-122,213;1390;7280
695000;"2015 Apr";3;2;2560;6800;1;0;1;4;8;1380;1180;1952;0;98136;47,5506;-122,395;1780;6800
481500;"2014 Oct";3;2,25;1840;10500;2;0;0;3;7;1840;0;1993;0;98034;47,7326;-122,234;1840;7374
455000;"2015 Apr";3;2,25;1790;7500;1;0;0;3;7;1390;400;1973;0;98034;47,7321;-122,198;1940;7192
327500;"2015 May";4;2,25;2240;9600;2;0;0;3;8;2240;0;1971;0;98032;47,361;-122,281;2050;9240
322000;"2015 Jan";3;1;960;10181;1;0;0;3;7;960;0;1961;0;98034;47,7231;-122,229;1740;10194
343566;"2014 June";2;1;1100;4200;1;0;0;3;7;1100;0;1954;0;98136;47,5312;-122,392;1240;4000
9e+05;"2014 Aug";3;3,25;2620;7215;1;0;0;4;8;1770;850;1980;0;98004;47,5836;-122,2;2180;8931
1339000;"2014 Oct";4;3,75;2130;34689;1,5;1;4;3;9;2130;0;1955;0;98136;47,5489;-122,398;3030;28598
425500;"2015 Feb";4;1,75;1520;10630;1;0;0;4;7;1520;0;1967;0;98034;47,7347;-122,193;1550;8039
815000;"2014 Jul";4;1,5;2060;16110;1;0;0;4;8;2060;0;1949;0;98004;47,5983;-122,202;2060;16110
775000;"2014 Jul";3;1;1175;10454;1;0;0;4;6;1175;0;1949;0;98004;47,6388;-122,218;2010;NA
346100;"2014 Jul";3;2,5;1400;2036;2;0;0;3;7;1400;0;2003;0;98136;47,5516;-122,382;1500;2036
450000;"2015 Apr";3;1,75;1540;7490;1;0;0;5;7;1540;0;1971;0;98034;47,7222;-122,177;1270;7350
475000;"2015 Feb";3;2,5;1920;4534;2;0;0;3;8;1920;0;1986;0;98034;47,7144;-122,204;1380;5100
432000;"2014 May";3;2,25;1470;1578;2;0;0;3;8;1090;380;2007;0;98136;47,5388;-122,387;1470;1668
425000;"2014 Oct";2;1;1170;5000;1;0;0;4;7;1030;140;1920;0;98136;47,5449;-122,388;1170;5850
612000;"2014 Nov";4;2,5;2670;5974;2;0;0;3;8;2670;0;1999;0;98034;47,7122;-122,231;2140;5729
442500;"2014 June";3;1,75;1600;10280;1;0;0;3;7;1050;550;1977;0;98034;47,725;-122,174;1590;8100
414999;"2015 Mar";4;2,5;2150;10098;1;0;0;3;7;1090;1060;1963;0;98034;47,7166;-122,201;1880;10000
303500;"2014 May";3;1,5;1060;10464;1;0;0;4;7;1060;0;1973;0;98034;47,7313;-122,229;1420;10464
617950;"2015 Mar";4;2,5;2410;7950;2;0;0;3;8;2410;0;1997;0;98034;47,7185;-122,226;1920;7713
1875000;"2014 Jul";4;3,25;3930;10929;2;0;0;3;10;3930;0;2006;0;98004;47,6259;-122,194;1780;9999
1185000;"2014 Oct";3;2,5;2510;4600;2;0;2;3;10;2510;0;2006;0;98034;47,7051;-122,223;2560;7500
350000;"2014 Dec";3;1;1010;7680;1;0;0;4;7;1010;0;1967;0;98034;47,732;-122,231;1320;7373
8e+05;NA;2;1;1050;8750;1;0;0;4;NA;1050;0;1951;0;98004;47,6294;-122,215;3360;20115
1430000;"2015 Mar";3;2;1890;12017;1;0;2;3;8;1890;0;1949;0;98004;47,6203;-122,21;2000;12210
775000;"2014 Aug";3;1,75;1640;18730;1,5;0;0;4;7;1640;0;1946;0;98004;47,5975;-122,196;1670;12154
615000;"2015 Apr";3;2,25;2300;8067;1;0;0;4;8;1300;1000;1979;0;98034;47,7091;-122,198;2120;9524
439000;"2014 Dec";3;2,25;1830;13477;1;0;3;4;7;1170;660;1981;0;98034;47,7243;-122,21;1960;11344
543000;"2015 Apr";3;1,5;1710;8364;2;0;2;3;7;1710;0;1944;0;98136;47,5175;-122,393;2430;9040
505000;"2014 Sep";3;2,5;2400;9601;1;0;0;5;7;1390;1010;1977;0;98034;47,7256;-122,211;2010;9943
475000;"2015 Apr";3;1,75;1890;7560;1;0;0;3;8;1430;460;1973;0;98034;47,7322;-122,185;1890;9095
475000;"2015 Feb";3;1,75;1780;8033;1;0;0;2;7;1210;570;1977;0;98034;47,7275;-122,219;1630;7508
750000;"2014 Sep";3;1,75;1590;8285;1;0;0;4;8;1590;0;1956;0;98004;47,5855;-122,194;1970;8970
1155000;"2014 Oct";3;1,75;1640;10464;1;0;2;4;8;1640;0;1968;0;98004;47,5873;-122,205;2630;18872
708000;"2014 Dec";5;3,25;3060;11778;2;0;0;3;8;3060;0;2004;0;98034;47,7212;-122,222;1840;10403
2175000;"2014 Dec";4;3;4750;21701;1,5;0;0;5;11;4750;0;1976;0;98004;47,6454;-122,218;3120;18551
3800000;"2014 Jul";5;5,5;7050;42840;1;0;2;4;13;4320;2730;1978;0;98004;47,6229;-122,22;5070;20570
1038000;"2014 Jul";4;1,75;1440;13296;1;0;0;4;8;1440;0;1967;0;98004;47,634;-122,204;3520;10802
485000;"2014 June";3;2,5;1500;5412;1;0;0;5;7;900;600;1920;0;98136;47,5499;-122,394;1090;5412
660000;"2015 Mar";3;3,5;2740;3785;2;0;0;3;9;2190;550;2001;0;98034;47,7195;-122,182;2060;3457
710000;"2015 Apr";4;2,5;2720;8000;1;0;0;4;7;1360;1360;1955;0;98136;47,5237;-122,391;1790;8000
568000;"2014 June";3;1,75;2050;3520;1;0;0;4;7;1070;980;1977;0;98136;47,5536;-122,399;2050;16083
495000;"2015 Feb";3;2,5;1860;3150;2;0;0;3;8;1860;0;2001;0;98034;47,719;-122,182;2050;3375
438000;"2014 Dec";5;2,5;1990;6840;2;0;0;4;7;1990;0;1974;0;98034;47,7162;-122,166;1990;7150
1490000;"2015 Jan";4;2,5;2420;18480;1;0;0;4;9;2420;0;1967;0;98004;47,6214;-122,227;3330;19910
389000;"2014 Aug";4;1;1520;9800;1,5;0;0;4;7;1520;0;1971;0;98034;47,7303;-122,236;1540;7700
445000;"2014 Dec";4;2,75;2160;7200;1;0;0;4;7;1220;940;1976;0;98034;47,7177;-122,224;1790;7614
330000;"2015 Jan";4;2;1180;7275;1;0;0;3;7;1180;0;1965;0;98034;47,7301;-122,2;1210;7275
469950;"2014 Oct";5;2,5;2310;8303;1;0;0;3;7;1300;1010;1975;0;98034;47,7212;-122,211;1930;8303
1245000;"2014 Dec";5;2,5;3370;8113;2;0;0;3;9;3370;0;2005;0;98004;47,5812;-122,196;2470;8113
279900;"2014 Nov";3;1;1400;10800;1;0;0;3;6;1400;0;1962;0;98034;47,719;-122,202;1430;10000
